Amostra 1,Amostra 2,Amostra 3,Amostra 4,Amostra 5,Amostra 6,Amostra 7,Amostra 8,Amostra 9,Amostra 10,Amostra 11,Amostra 12,Amostra 13,Amostra 14,Amostra 15,Amostra 16,Amostra 17,Amostra 18,Amostra 19,Amostra 20,Amostra 21,Amostra 22,Amostra 23,Amostra 24,Amostra 25,Amostra 26,Amostra 27,Amostra 28,Amostra 29,Amostra 30,Amostra 31,Amostra 32,Amostra 33,Amostra 34,Amostra 35,Amostra 36,Amostra 37,Amostra 38,Amostra 39,Amostra 40,Amostra 41,Amostra 42,Amostra 43,Amostra 44,Amostra 45,Amostra 46,Amostra 47,Amostra 48,Amostra 49,Amostra 50,Amostra 51,Amostra 52,Amostra 53,Amostra 54,Amostra 55,Amostra 56,Amostra 57,Amostra 58,Amostra 59,Amostra 60,Amostra 61,Amostra 62,Amostra 63,Amostra 64,Amostra 65,Amostra 66,Amostra 67,Amostra 68,Amostra 69,Amostra 70,Amostra 71,Amostra 72,Amostra 73,Amostra 74,Amostra 75,Amostra 76,Amostra 77,Amostra 78,Amostra 79,Amostra 80,Amostra 81,Amostra 82,Amostra 83,Amostra 84,Amostra 85,Amostra 86,Amostra 87,Amostra 88,Amostra 89,Amostra 90,Amostra 91,Amostra 92,Amostra 93,Amostra 94,Amostra 95,Amostra 96,Amostra 97,Amostra 98,Amostra 99,Amostra 100,Amostra 101,Amostra 102,Amostra 103,Amostra 104,Amostra 105,Amostra 106,Amostra 107,Amostra 108,Amostra 109,Amostra 110,Amostra 111,Amostra 112,Amostra 113,Amostra 114,Amostra 115,Amostra 116,Amostra 117,Amostra 118,Amostra 119,Amostra 120,Amostra 121,Amostra 122,Amostra 123,Amostra 124,Amostra 125,Amostra 126,Amostra 127,Amostra 128,Amostra 129,Amostra 130,Amostra 131,Amostra 132,Amostra 133,Amostra 134,Amostra 135,Amostra 136,Amostra 137,Amostra 138,Amostra 139,Amostra 140,Amostra 141,Amostra 142,Amostra 143,Amostra 144,Amostra 145,Amostra 146,Amostra 147,Amostra 148,Amostra 149,Amostra 150,Amostra 151,Amostra 152,Amostra 153,Amostra 154,Amostra 155,Amostra 156,Amostra 157,Amostra 158,Amostra 159,Amostra 160,Amostra 161,Amostra 162,Amostra 163,Amostra 164,Amostra 165,Amostra 166,Amostra 167,Amostra 168,Amostra 169,Amostra 170,Amostra 171,Amostra 172,Amostra 173,Amostra 174,Amostra 175,Amostra 176,Amostra 177,Amostra 178,Amostra 179,Amostra 180,Amostra 181,Amostra 182,Amostra 183,Amostra 184,Amostra 185,Amostra 186,Amostra 187,Amostra 188,Amostra 189,Amostra 190,Amostra 191,Forma de onda
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,1.998,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,1.998,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,1.998,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,1.998,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,1.998,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,0.666,1.998,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.678,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,3.678,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.678,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,3.678,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.678,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,3.678,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.330,3.000
250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,4.000
500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,4.000
1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,4.000
2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,4.000
250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,0.000,250.000,4.000
500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,0.000,500.000,4.000
1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,0.000,1000.000,4.000
2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,0.000,2000.000,4.000
0.000,348.697,458.858,492.293,501.056,501.893,500.192,497.686,494.932,492.109,489.276,486.451,483.639,480.842,478.062,475.297,472.548,469.815,467.098,464.397,461.711,459.041,456.386,453.747,451.123,448.514,445.920,443.341,440.777,438.228,435.694,433.174,430.669,428.178,425.702,423.240,420.793,418.359,415.940,413.534,411.143,408.765,406.401,404.051,401.714,399.391,397.081,394.784,392.501,390.231,387.975,385.731,383.500,381.282,379.077,376.885,374.705,372.538,370.384,368.242,366.112,363.995,361.890,359.797,357.716,355.647,353.591,351.546,349.513,347.491,345.482,343.484,341.497,339.522,337.559,335.607,333.666,331.736,329.818,327.910,326.014,324.128,322.254,320.390,318.537,316.695,314.864,313.043,311.232,309.433,307.643,305.864,304.095,302.336,300.588,298.849,297.121,295.403,293.694,291.996,290.307,288.628,286.959,285.300,283.650,282.009,280.378,278.757,277.145,275.542,273.948,272.364,270.789,269.223,267.666,266.118,264.579,263.049,261.528,260.015,258.511,257.016,255.530,254.052,252.583,251.122,249.670,248.226,246.791,245.363,243.944,242.534,241.131,239.736,238.350,236.972,235.601,234.239,232.884,231.537,230.198,228.867,227.543,226.227,224.919,223.618,222.325,221.039,219.761,218.490,217.226,215.970,214.721,213.479,212.245,211.017,209.797,208.584,207.377,206.178,204.986,203.800,202.622,201.450,200.285,199.126,197.975,196.830,195.692,194.560,193.435,192.316,191.204,190.098,188.999,187.906,186.819,185.739,184.664,183.596,182.535,181.479,180.429,179.386,178.349,177.317,176.292,175.272,174.259,173.251,172.249,5.000
